0x00110000: Mth::IsInfinity
0x002583a8: Ass::CAsset::state_load_completed
0x002583d0: Ass::CAsset::state_process_started
0x002583f8: Ass::CAsset::state_process_completed
0x00258420: Ass::CAsset::state_unload_completed
0x00258440: Ass::CAsset::state_cancelled
0x00258458: Obj::CCompositeObject::CreateComponentFromStructure
0x00258468: Ass::CAsset::Name
0x00258478: Ass::CAsset::GetData
0x00258480: Ass::CAsset::SetData
0x00258488: Ass::CAsset::SetParent
0x00258490: Ass::CAsset::GetParent
0x00258498: Ass::CAsset::SetID
0x002584a0: Ass::CAsset::GetID
0x002584b0: Ass::CAsset::GetState
0x002584c0: Ass::CAsset::GetType
0x002584c8: Ass::CAsset::s_async_callback
0x00258518: Ass::CAsset::s_get_load_context
0x002585e0: Obj::CCompositeObject::CreateComponentsFromArray
0x002585f0: Ass::CAsset::s_free_load_context
0x00258650: Ass::CAsset::SetPermanent
0x00258670: Ass::CAsset::GetPermanent
0x00258680: Ass::CAnimAsset::CAnimAsset
0x002586b8: Ass::CAnimAsset::Load
0x00258768: Obj::CCompositeObject::InitFromStructure
0x00258840: Ass::CAnimAsset::Load
0x002588c8: Ass::CAnimAsset::process_data
0x00258970: Obj::CCompositeObject::Finalize
0x00258990: Ass::CAnimAsset::Unload
0x00258a08: Ass::CAnimAsset::dealloc_buffers
0x00258a60: Ass::CAnimAsset::Reload
0x00258ad0: Ass::CAnimAsset::Name
0x00258ae0: Ass::CAnimAsset::GetType
0x00258b08: Ass::CAnimAsset::_CAnimAsset
0x00258b28: Ass::CSceneAsset::CSceneAsset
0x00258b60: Ass::CSceneAsset::Load
0x00258c18: Ass::CSceneAsset::Load
0x00258c50: Obj::CCompositeObject::GetMangle
0x00258c58: Obj::CCompositeObject::GetComponent
0x00258ca0: Ass::CSceneAsset::process_data
0x00258cf0: Obj::CCompositeObject::MembFunc_Obj_GetPosition
0x00258d38: Ass::CSceneAsset::generate_load_context
0x00258d88: Obj::CCompositeObject::MembFunc_Obj_DistFromCamLessThan
0x00258ec8: Ass::CSceneAsset::Unload
0x00258ef0: Obj::CCompositeObject::MembFunc_Obj_PrintDetails
0x00258f30: Ass::CSceneAsset::Reload
0x00258f38: Ass::CSceneAsset::Name
0x00258f48: Ass::CSceneAsset::GetType
0x00258f58: Ass::CSceneAsset::_CSceneAsset
0x00258f78: Ass::CSceneAsset::get_load_context_size
0x00258f80: Ass::CSceneCollAsset::CSceneCollAsset
0x00258fa8: Obj::CCompositeObject::MembFunc_CreateComponentFromStructure
0x00258fb8: Ass::CSceneCollAsset::Load
0x00258fd8: Obj::CCompositeObject::MembFunc_ContainsComponent
0x00259050: Obj::CCompositeObject::MembFunc_Obj_SetPosition
0x00259070: Ass::CSceneCollAsset::Load
0x002590c0: Obj::CCompositeObject::MembFunc_Obj_FlipMatrix
0x002590f8: Ass::CSceneCollAsset::process_data
0x00259150: Obj::CCompositeObject::MembFunc_Obj_SetOrientation
0x002591b0: Ass::CSceneCollAsset::generate_load_context
0x00259300: Ass::CSceneCollAsset::Unload
0x00259368: Ass::CSceneCollAsset::Reload
0x00259370: Ass::CSceneCollAsset::Name
0x00259380: Ass::CSceneCollAsset::GetType
0x00259390: Ass::CSceneCollAsset::_CSceneCollAsset
0x002593b0: Ass::CSceneCollAsset::get_load_context_size
0x002593b8: Ass::CScriptAsset::CScriptAsset
0x002593f0: Ass::CScriptAsset::Load
0x002594b8: Ass::CScriptAsset::process_data
0x00259578: Ass::CScriptAsset::Load
0x00259600: Ass::CScriptAsset::generate_load_context
0x002596f8: Ass::CScriptAsset::Unload
0x00259760: Ass::CScriptAsset::Reload
0x00259768: Ass::CScriptAsset::Name
0x00259778: Ass::CScriptAsset::GetType
0x00259780: Ass::SScriptAssetLoadContext::SScriptAssetLoadContext
0x002597a8: Ass::SScriptAssetLoadContext::Init
0x002597b8: Ass::CScriptAsset::_CScriptAsset
0x002597d8: Ass::CScriptAsset::get_load_context_size
0x002597e0: Ass::CSkeletonAsset::CSkeletonAsset
0x00259810: Obj::CCompositeObject::MembFunc_Obj_GetQuat
0x00259818: Ass::CSkeletonAsset::Load
0x002598d8: Ass::CSkeletonAsset::Load
0x00259960: Ass::CSkeletonAsset::process_data
0x00259a20: Ass::CSkeletonAsset::Unload
0x00259a80: Ass::CSkeletonAsset::Reload
0x00259a88: Ass::CSkeletonAsset::Name
0x00259a98: Ass::CSkeletonAsset::GetType
0x00259ad0: Ass::CSkeletonAsset::_CSkeletonAsset
0x00259af0: Ass::CSkinAsset::CSkinAsset
0x00259b28: Ass::CSkinAsset::Load
0x00259b40: Obj::CCompositeObject::MembFunc_Obj_GetMatrix
0x00259c38: Ass::CSkinAsset::process_data
0x00259ca8: Obj::CCompositeObject::MembFunc_Obj_ForceUpdate
0x00259cc8: Obj::CCompositeObject::MembFunc_Obj_GetVelocity
0x00259cf8: Ass::CSkinAsset::Load
0x00259d60: Obj::CCompositeObject::MembFunc_GetSpeed
0x00259d80: Ass::CSkinAsset::generate_load_context
0x00259e78: Obj::CCompositeObject::MembFunc_Hide
0x00259e98: Obj::CCompositeObject::MembFunc_Unhide
0x00259eb0: Ass::CSkinAsset::Unload
0x00259eb8: Obj::CCompositeObject::MembFunc_IsHidden
0x00259ec8: Obj::CCompositeObject::MembFunc_Move
0x00259f18: Ass::CSkinAsset::Reload
0x00259f20: Ass::CSkinAsset::Name
0x00259f30: Ass::CSkinAsset::GetType
0x00259f38: Ass::SSkinAssetLoadContext::SSkinAssetLoadContext
0x00259f60: Ass::SSkinAssetLoadContext::Init
0x00259f78: Ass::CSkinAsset::_CSkinAsset
0x00259f98: Ass::CSkinAsset::get_load_context_size
0x00259fa0: Ass::CSkinCollAsset::CSkinCollAsset
0x00259fd8: Ass::CSkinCollAsset::Load
0x0025a010: Obj::CCompositeObject::MembFunc_Suspend
0x0025a030: Obj::CCompositeObject::MembFunc_Unsuspend
0x0025a050: Obj::CCompositeObject::MembFunc_Pause
0x0025a068: Obj::CCompositeObject::MembFunc_Unpause
0x0025a080: Obj::CCompositeObject::MembFunc_Obj_GetCollision
0x0025a088: Ass::CSkinCollAsset::Load
0x0025a110: Ass::CSkinCollAsset::process_data
0x0025a1a0: Ass::CSkinCollAsset::generate_load_context
0x0025a2c8: Ass::CSkinCollAsset::Unload
0x0025a330: Ass::CSkinCollAsset::Reload
0x0025a338: Ass::CSkinCollAsset::Name
0x0025a348: Ass::CSkinCollAsset::GetType
0x0025a358: Ass::CSkinCollAsset::_CSkinCollAsset
0x0025a378: Ass::CSkinCollAsset::get_load_context_size
0x0025a380: Ass::CShadowVolumeAsset::CShadowVolumeAsset
0x0025a3b8: Ass::CShadowVolumeAsset::Load
0x0025a478: Ass::CShadowVolumeAsset::process_data
0x0025a4d0: Obj::CCompositeObject::MembFunc_Obj_GetOrientationVectors
0x0025a500: Ass::CShadowVolumeAsset::Load
0x0025a588: Ass::CShadowVolumeAsset::generate_load_context
0x0025a630: Obj::CCompositeObject::MembFunc_Obj_GetDistToNode
0x0025a680: Ass::CShadowVolumeAsset::Unload
0x0025a6e0: Ass::CShadowVolumeAsset::Reload
0x0025a6e8: Ass::CShadowVolumeAsset::Name
0x0025a6f8: Ass::CShadowVolumeAsset::GetType
0x0025a700: Ass::SShadowVolumeAssetLoadContext::Init
0x0025a710: Ass::CShadowVolumeAsset::_CShadowVolumeAsset
0x0025a730: Ass::CShadowVolumeAsset::get_load_context_size
0x0025a738: Ass::ReadUintFromStream
0x0025a770: Ass::ReadFloatFromStream
0x0025a780: Obj::CCompositeObject::MembFunc_Obj_GetDistanceToObject
0x0025a7a8: Ass::SRailNodeAssetLoadContext::SRailNodeAssetLoadContext
0x0025a7d0: Ass::SRailNodeAssetLoadContext::Init
0x0025a7d8: Ass::CRailNodeAsset::CRailNodeAsset
0x0025a818: Ass::CRailNodeAsset::process_data
0x0025a8f0: Obj::CCompositeObject::MembFunc_Obj_GetOrientationToObject
0x0025ab20: Obj::CCompositeObject::MembFunc_Backwards
0x0025ab60: Obj::CCompositeObject::MembFunc_SpeedEquals
0x0025ac40: Obj::CCompositeObject::MembFunc_SpeedGreaterThan
0x0025ad10: Obj::CCompositeObject::MembFunc_SpeedLessThan
0x0025ad40: Ass::CRailNodeAsset::Load
0x0025ade0: Obj::CCompositeObject::MembFunc_Obj_AngleToNearestSkaterGreaterThan
0x0025ae08: Ass::CRailNodeAsset::Load
0x0025ae90: Ass::CRailNodeAsset::generate_load_context
0x0025af28: Obj::CCompositeObject::MembFunc_Obj_GetType
0x0025af88: Ass::CRailNodeAsset::Unload
0x0025afb8: Obj::CCompositeObject::MembFunc_Obj_HasComponent
0x0025aff0: Ass::CRailNodeAsset::Reload
0x0025aff8: Ass::CRailNodeAsset::Name
0x0025b000: Obj::CCompositeObject::CallMemberFunction
0x0025b008: Ass::CRailNodeAsset::GetType
0x0025b018: Ass::CRailNodeAsset::_CRailNodeAsset
0x0025b038: Ass::CRailNodeAsset::get_load_context_size
0x0025b040: Ass::SNavMeshAssetLoadContext::SNavMeshAssetLoadContext
0x0025b068: Ass::SNavMeshAssetLoadContext::Init
0x0025b070: Ass::CNavMeshAsset::process_data
0x0025b0a0: Obj::CCompositeObject::CallMemberFunction
0x0025b0d0: Ass::CNavMeshAsset::Load
0x0025b198: Ass::CNavMeshAsset::Load
0x0025b210: Obj::CCompositeObject::GetDebugInfo
0x0025b220: Ass::CNavMeshAsset::generate_load_context
0x0025b318: Ass::CNavMeshAsset::Unload
0x0025b390: Ass::CNavMeshAsset::Reload
0x0025b398: Ass::CNavMeshAsset::Name
0x0025b3a8: Ass::CNavMeshAsset::GetType
0x0025b3b8: Ass::CNavMeshAsset::_CNavMeshAsset
0x0025b3d8: Ass::CNavMeshAsset::get_load_context_size
0x0025b3e0: Ass::CTexDictAsset::CTexDictAsset
0x0025b418: Ass::CTexDictAsset::Load
0x0025b4c8: Ass::CTexDictAsset::Load
0x0025b550: Ass::CTexDictAsset::process_data
0x0025b5e8: Ass::CTexDictAsset::generate_load_context
0x0025b750: Ass::CTexDictAsset::Unload
0x0025b7b0: Ass::CTexDictAsset::Reload
0x0025b7b8: Ass::CTexDictAsset::Name
0x0025b7c8: Ass::CTexDictAsset::GetType
0x0025b7d8: Ass::CTexDictAsset::_CTexDictAsset
0x0025b7f8: Ass::CTexDictAsset::get_load_context_size
0x0025b800: Ass::CImageAsset::CImageAsset
0x0025b838: Ass::CImageAsset::Load
0x0025b8f0: Ass::CImageAsset::Load
0x0025b978: Ass::CImageAsset::process_data
0x0025b9a0: Mem::CPoolable_Script::CVector_::operator new
0x0025ba48: Ass::CImageAsset::generate_load_context
0x0025bb40: Mem::CPoolable_Script::CStruct_::SGetNumUsedItems
0x0025bb98: Ass::CImageAsset::Unload
0x0025bc08: Ass::CImageAsset::Reload
0x0025bc10: Ass::CImageAsset::Name
0x0025bc20: Ass::CImageAsset::GetType
0x0025bc30: Ass::CImageAsset::_CImageAsset
0x0025bc50: Ass::CImageAsset::get_load_context_size
0x0025bc58: Ass::CCutsceneAsset::Load
0x0025bd38: Ass::CCutsceneAsset::Unload
0x0025bda8: Ass::CCutsceneAsset::Reload
0x0025be18: Ass::CCutsceneAsset::LoadFinished
0x0025be48: Ass::CCutsceneAsset::Name
0x0025be58: Ass::CCutsceneAsset::GetType
0x0025be68: Ass::CCutsceneAsset::_CCutsceneAsset
0x0025be88: Ass::CNodeArrayAsset::CNodeArrayAsset
0x0025bec0: Ass::CNodeArrayAsset::SetAsLevelNodeArray
0x0025bef0: Ass::CNodeArrayAsset::CreateBlankNodeArray
0x0025c108: Ass::CNodeArrayAsset::process_data
0x0025c1e8: Ass::CNodeArrayAsset::Load
0x0025c2b0: Ass::CNodeArrayAsset::Load
0x0025c338: Ass::CNodeArrayAsset::generate_load_context
0x0025c430: Ass::CNodeArrayAsset::Unload
0x0025c5f8: Ass::CNodeArrayAsset::Reload
0x0025c668: Ass::CNodeArrayAsset::Name
0x0025c678: Ass::CNodeArrayAsset::GetType
0x0025c698: Ass::CNodeArrayAsset::_CNodeArrayAsset
0x0025c6b8: Ass::CNodeArrayAsset::get_load_context_size
0x0025c6c0: Ass::CGapAsset::CGapAsset
0x0025c6f8: Ass::CGapAsset::Load
0x0025c7c0: Ass::CGapAsset::process_data
0x0025c8f8: Ass::CGapAsset::Load
0x0025c980: Ass::CGapAsset::generate_load_context
0x0025c9e0: Obj::CCompositeObject::ShouldUpdatePauseWithObjectScripts
0x0025c9f0: Obj::CCompositeObject::DoGameLogic
0x0025c9f8: Obj::Search::_Search
0x0025ca68: global constructors keyed to c__nxcommon_skate7_code_gel_object_compositeobject.cppllzaaa
0x0025ca78: Ass::CGapAsset::Unload
0x0025ca88: Obj::CCompositeObjectManager::sSgltnInstance
0x0025cab8: Ass::CGapAsset::Reload
0x0025cac0: Ass::CGapAsset::Name
0x0025cad0: Ass::CGapAsset::GetType
0x0025cad8: Ass::SGapAssetLoadContext::SGapAssetLoadContext
0x0025cb00: Ass::SGapAssetLoadContext::Init
0x0025cb10: Ass::CGapAsset::_CGapAsset
0x0025cb30: Ass::CGapAsset::get_load_context_size
0x0025cb38: Ass::CFontAsset::CFontAsset
0x0025cb70: Ass::CFontAsset::Load
0x0025cba8: Obj::CCompositeObjectManager::CCompositeObjectManager
0x0025cc38: Ass::CFontAsset::process_data
0x0025ccd0: Obj::CCompositeObjectManager::_CCompositeObjectManager
0x0025ccd8: Ass::CFontAsset::Load
0x0025cd48: Obj::CCompositeObjectManager::CreateCompositeObject
0x0025cd60: Ass::CFontAsset::generate_load_context
0x0025ce00: Obj::CCompositeObjectManager::CreateCompositeObjectFromNode
0x0025ceb0: Obj::CCompositeObjectManager::RegisterComponent
0x0025ceb8: Ass::CFontAsset::Unload
0x0025cf18: Ass::CFontAsset::Reload
0x0025cf20: Ass::CFontAsset::Name
0x0025cf30: Ass::CFontAsset::GetType
0x0025cf38: Ass::SFontAssetLoadContext::SFontAssetLoadContext
0x0025cf60: Ass::SFontAssetLoadContext::Init
0x0025cf80: Ass::CFontAsset::_CFontAsset
0x0025cfa0: Ass::CFontAsset::get_load_context_size
0x0025cfa8: Nx::Pak::clear_load_contexts
0x0025cff8: Obj::CCompositeObjectManager::Update
0x0025d000: Nx::Pak::create_load_context
0x0025d0c8: Nx::Pak::destroy_load_context
0x0025d0d0: Nx::Pak::chunk_size
0x0025d0e8: Nx::Pak::GetFirstChunk
0x0025d0f0: Nx::Pak::next_chunk
0x0025d118: Nx::Pak::get_name
0x0025d120: Nx::Pak::get_debug_name
0x0025d150: Nx::Pak::get_data
0x0025d1a0: Nx::Pak::remove_global_scripts
0x0025d260: Nx::Pak::GetAssetType
0x0025d470: Obj::CCompositeObjectManager::Pause
0x0025d488: Nx::Pak::add_asset
0x0025d560: Nx::Pak::process
0x0025d7f8: Obj::CCompositeObjectManager::s_logic_code
0x0025d860: Obj::CCompositeObjectManager::GetFirstComponentByType
0x0025d9a0: Obj::CCompositeObjectManager::AddComponentByType
0x0025da40: Obj::CCompositeObjectManager::RemoveComponentByType
0x0025db20: Tsk::Task_Obj::CCompositeObjectManager_::_Task
0x0025db40: Tsk::Task_Obj::CCompositeObjectManager_::vCall
0x0025db90: Tsk::Task_Obj::CCompositeObjectManager_::GetCode
0x0025db98: Obj::CCompositeObjectInstanceInterface::sSgltnInstance
0x0025dc50: Obj::CCompositeObjectInstanceInterface::sSgltnDelete
0x0025dce0: Obj::UpdateRelevanceCallback
0x0025de18: Nx::Pak::Process
0x0025de98: Nx::Pak::CreateDynamicPak
0x0025df60: Obj::CRelevanceIndex::CRelevanceIndex
0x0025df98: Obj::CRelevanceIndex::SetPriority
0x0025dfa0: Obj::CRelevanceIndex::SetTimeLastRendered
0x0025dfa8: Obj::CRelevanceIndex::SetDistSqr
0x0025dfb0: Obj::CRelevanceIndex::UpdateRelevance
0x0025dfe8: Nx::Pak::DestroyDynamicPak
0x0025e098: Obj::CRelevanceIndex::GetPermRelevance
0x0025e110: Nx::Pak::AddItemToDynamicPak
0x0025e130: Obj::CRelevanceIndex::IsPermanent
0x0025e168: Obj::CCompositeObjectInstance::CCompositeObjectInstance
0x0025e288: Nx::Pak::GetRawAsset
0x0025e2f0: Obj::CCompositeObjectInstance::GetCOIMPriority
0x0025e2f8: Obj::CCompositeObjectInstance::SetCOIMPriority
0x0025e318: Obj::CCompositeObjectInstance::CallMemberFunction
0x0025e460: Nx::Pak::LinkRawAsset
0x0025e470: Obj::CCompositeObjectInstance::Finalize
0x0025e550: Nx::Pak::async_callback
0x0025e578: Obj::CCompositeObjectInstance::FinalizeMemory
0x0025e5e0: Nx::Pak::sInit
0x0025e6d8: Obj::COIMRule_IsPerm::COIMRule_IsPerm
0x0025e6f0: Obj::COIMRule_IsPerm::Rule
0x0025e728: Obj::COIMRule_IsAlive::COIMRule_IsAlive
0x0025e740: Obj::COIMRule_IsAlive::Rule
0x0025e760: Obj::COIMRule_ComparePriority::COIMRule_ComparePriority
0x0025e780: Obj::COIMRule_ComparePriority::Rule
0x0025e7c8: Nx::Pak::LoadPak
0x0025e7f8: Nx::Pak::LoadPakEx
0x0025e840: Obj::COIMRule_CompareRelevance::Rule
0x0025e910: Obj::COIMEnumCallback_CalcTheoreticalPadding::CallBack
0x0025e960: Nx::Pak::_BeginUnloadPak
0x0025e9b8: Obj::COIMEnumCallback_Print::CallBack
0x0025eab0: Obj::COIMEnumCallback_PrintFile::CallBack
0x0025eba8: Obj::COIMEnumCallback_Kill::CallBack
0x0025ebe0: Obj::COIMEnumCallback_SumBlocksUsed::CallBack
0x0025ebf8: Obj::CObjInstanceRequest::CObjInstanceRequest
0x0025ec10: Obj::CObjInstanceRequest::_CObjInstanceRequest
0x0025ec98: Obj::CCompositeObjectInstanceInterface::CCompositeObjectInstanceInterface
0x0025eda8: Nx::Pak::BeginUnloadPak
0x0025edc8: Nx::Pak::BeginUnlinkRawAsset
0x0025ee30: Nx::Pak::_EndUnloadPak
0x0025f0b8: Obj::CCompositeObjectInstanceInterface::sGetCOIMHeap
0x0025f130: Obj::CCompositeObjectInstanceInterface::sDumpInstances
0x0025f1f8: Obj::CCompositeObjectInstanceInterface::sDumpMemoryState
0x0025f2b0: Nx::Pak::EndUnloadPak
0x0025f2c0: Obj::CCompositeObjectInstanceInterface::GetCOIMByChecksum
0x0025f2d0: Nx::Pak::EndUnlinkRawAsset
0x0025f350: Nx::Pak::BlockLoad
0x0025f370: Nx::Pak::script_load_pak_callback
0x0025f398: Obj::CCompositeObjectInstanceInterface::sUpdate
0x0025f400: Obj::CCompositeObjectInstanceInterface::sCullRequests
0x0025f488: Obj::CCompositeObjectInstanceInterface::sCreateInstance
0x0025f4a0: Nx::Pak::load_pak_callback
0x0025f4c0: Obj::CCompositeObjectInstanceInterface::sCreateCompositeObjectFromNode
0x0025f4d8: Nx::Pak::ScriptLoadPak
0x0025f538: Obj::CCompositeObjectInstanceInterface::sDestroyCOIMHeaps
0x0025f750: Obj::CCompositeObjectInstanceInterface::sRequestInstance
0x0025f7f8: Obj::CCompositeObjectInstanceInterface::sInit
0x0025f9c8: Obj::CCompositeObjectInstanceInterface::sEnumInstances
0x0025fb40: Nx::Pak::ScriptBeginUnloadPak
0x0025fc48: Nx::Pak::ScriptEndUnloadPak
0x0025fd98: Obj::CCompositeObjectInstanceMgr::_CCompositeObjectInstanceMgr
0x0025fe08: Nx::Pak::ScriptAsyncLoadPakInProgress
0x0025fe30: Nx::Pak::ScriptLinkRawAsset
0x0025fed0: Nx::Pak::ScriptUnlinkRawAsset
0x0025ff98: Nx::align_filesize
0x0025ffe0: Nx::set_pak_file_size
0x0025fff0: Nx::CFit::CFit
0x00260008: Obj::CCompositeObjectInstanceMgr::sInit
0x00260030: Nx::CFit::_CFit
0x00260088: Nx::CFit::precalc_link_map
0x002605e0: Obj::CCompositeObjectInstanceMgr::sReserveBlocksForPermObjects
0x002607b0: Obj::CCompositeObjectInstanceMgr::sRequestInstance
0x002609b0: Nx::CFit::build_link_map
0x002609e0: Obj::CCompositeObjectInstanceMgr::sFreeMemoryForInstanceRequest
0x00260a88: Obj::CCompositeObjectInstanceMgr::sSubtractFromTotalPadding
0x00260b20: Obj::CCompositeObjectInstanceMgr::sAddToTotalPadding
0x00260ba0: Obj::CCompositeObjectInstanceMgr::sGetPadding
0x00260c80: Obj::CCompositeObjectInstanceMgr::sCullRequests
0x00260e18: Obj::CCompositeObjectInstanceMgr::sCanAllocate
0x00260f68: Nx::CFit::fit_to_order
0x00260fd8: Obj::CCompositeObjectInstanceMgr::sCanAllocateOnHeap
0x00261080: Obj::CCompositeObjectInstanceMgr::sCreateInstance
0x00261220: Obj::CCompositeObjectInstanceMgr::sCompleteInstanceAllocation
0x00261278: Nx::CFit::VerifyZoneFit
0x00261360: Nx::CFit::CheckAndFixZoneLinks
0x00261478: Nx::CFit::ReadBestOrder
0x00261560: Obj::CCompositeObjectInstanceMgr::sValidateMemoryState
0x002618b0: Obj::CCompositeObjectInstanceMgr::sCreateCompositeObjectFromNode
0x00261ac0: Obj::CCompositeObjectInstanceMgr::sAddInstance
0x00261ad8: Nx::CFit::FindBestFit
0x00261bf0: Obj::CCompositeObjectInstanceMgr::sRemoveInstance
0x00261d98: Obj::CCompositeObjectInstanceMgr::sDumpInstances
0x00261ea0: Nx::cb_sort_offsets
0x00261ef0: Nx::CFit::CalcZoneLinksChecksum
0x00262098: Nx::CFit::ReadZonesFromScript
0x00262150: Obj::CCompositeObjectInstanceMgr::sDumpMemoryState
0x00262540: Nx::CFit::ReadZoneOrderFromScript
0x00262660: Nx::CFit::SetZoneSizes
0x002626c0: Nx::CFit::ProcessZoneSizes
0x002626f8: Obj::CCompositeObjectInstanceMgr::sSortInstancesByRelevance
0x00262750: Obj::CCompositeObjectInstanceMgr::sResizeCOIMHeap
0x002627e0: Obj::CCompositeObjectInstanceMgr::sGetCOIMHeap
0x002627e8: Obj::CCompositeObjectInstanceMgr::sCreateCOIMHeap
0x002628e8: Nx::CFit::RefreshZoneSizes
0x00262910: Obj::CCompositeObjectInstanceMgr::sDestroyCOIMHeap
0x00262958: Nx::CFit::AddResource
0x00262aa0: Nx::CFit::Create
0x00262bb0: Obj::CCompositeObjectInstanceMgr::sProcessInstanceRequests
0x00262ee0: Obj::CCompositeObjectInstanceMgr::sEnumInstances
0x00263130: Obj::CCompositeObjectInstanceMgr::sUpdate
0x00263178: Obj::CCompositeObjectInstanceMgr::sUpdateRelevance
0x00263238: void ntl::qsort_ntl::List_Obj::CCompositeObjectInstance *_::Iterator, Obj::CCompositeObjectInstance *, Obj::CCompositeObjectInstance::Compare_Relevance_
0x00263468: Obj::CCompositeObjectInstanceInterface::GetGenericCOIM
0x00263490: Obj::CGeneralManager::flush_dead_objects
0x002634d8: Obj::CBaseManager::CBaseManager
0x00263520: Obj::CBaseManager::RegisterObject
0x00263570: Nx::CFit::CalcZoneFit
0x00263608: Nx::CFit::FindLargestTransitionZone
0x00263778: Obj::CBaseManager::UnregisterObject
0x00263850: Obj::CBaseManager::ReregisterObject
0x002638c8: Obj::CBaseManager::SetObjectPriority
0x002638f8: Obj::CGeneralManager::FlushDeadObjects
0x00263928: Nx::CFit::AllocateMap
0x00263998: Obj::CGeneralManager::CGeneralManager
0x00263a08: Nx::CFit::Destroy
0x00263a90: Obj::CGeneralManager::_CGeneralManager
0x00263be0: Nx::CFit::GetEntryByChecksum
0x00263c78: Nx::CFit::GetEntryIndexByChecksum
0x00263cc0: Obj::CGeneralManager::ProcessAllObjects
0x00263cf8: Nx::CFit::GetEntry
0x00263d30: Nx::CFit::GetEntry
0x00263d48: Nx::CFit::Dump
0x00264030: Obj::CGeneralManager::KillObject
0x002640a0: Nx::ScriptSetPakSizesArray
0x00264190: Obj::CGeneralManager::GetObjectByID
0x002641c0: Obj::CBaseManager::_CBaseManager
0x00264260: Nx::CCollObj::s_found_collision
0x002642d8: Tsk::Task_Obj::CGeneralManager_::_Task
0x002642f8: Obj::CGeneralManager::GetRefObjectList
0x00264300: Tsk::Task_Obj::CGeneralManager_::vCall
0x00264350: Tsk::Task_Obj::CGeneralManager_::GetCode
0x00264360: Obj::CEvent::CEvent
0x00264380: Obj::CEvent::_CEvent
0x00264408: Obj::CEvent::MarkRead
0x00264450: Obj::CEvent::MarkHandled
0x00264470: Nx::CCollObj::sRayTriangleCollision
0x00264498: Obj::CEvent::sExtractControllerIndex
0x002644a8: Nx::CCollObj::sRaySphereCollision
0x002644f8: Obj::CEventListener::CEventListener
0x00264528: Obj::CEventListener::_CEventListener
0x002645a8: Nx::CCollObj::s2DLineLineCollision
0x002645f0: Obj::CEventListener::RegisterWithTracker
0x00264660: Obj::CEventListener::event_filter
0x002646d8: Nx::CCollObj::sPointTriangleSqrDistance
0x00264708: Obj::CEventListener::broadcast_event_filter
0x002647c0: Obj::CEventHandlerTable::CEventHandlerTable
